Name,Setter,Ascensionist Count,Angle,V Grade,Holds
Schaedelcracker,SteffieStrauchelt,122,40,10,"[[(96, 48), 'Starting'], [(56, 88), 'Hand'], [(64, 88), 'Hand'], [(16, 120), 'Hand'], [(32, 152), 'Finish'], [(68, 20), 'Feet'], [(52, 68), 'Feet']]"
Skulderprosjekt venstre,Torstein,43,40,8,"[[(80, 48), 'Starting'], [(40, 80), 'Starting'], [(88, 96), 'Hand'], [(80, 120), 'Hand'], [(72, 136), 'Finish'], [(52, 36), 'Feet'], [(28, 44), 'Feet'], [(36, 68), 'Feet']]"
spicy diarrhea,kelseylula,69,10,1,"[[(96, 8), 'Feet'], [(80, 40), 'Feet'], [(120, 40), 'Starting'], [(128, 40), 'Starting'], [(128, 56), 'Hand'], [(104, 64), 'Hand'], [(120, 72), 'Hand'], [(80, 88), 'Feet'], [(112, 96), 'Hand'], [(128, 104), 'Hand'], [(104, 112), 'Hand'], [(88, 128), 'Hand'], [(72, 136), 'Hand'], [(80, 152), 'Finish'], [(116, 4), 'Feet']]"
Lotta grecoromana,Cer3erO,53,40,9,"[[(16, 32), 'Starting'], [(48, 56), 'Hand'], [(40, 80), 'Hand'], [(64, 88), 'Hand'], [(40, 112), 'Hand'], [(40, 128), 'Hand'], [(8, 144), 'Finish'], [(8, 152), 'Finish'], [(4, 4), 'Feet'], [(12, 28), 'Feet'], [(60, 28), 'Starting'], [(60, 44), 'Feet'], [(20, 68), 'Feet']]"
Setting Sail,gunz914,46,40,3,"[[(96, 40), 'Feet'], [(96, 56), 'Starting'], [(104, 64), 'Feet'], [(72, 80), 'Starting'], [(104, 88), 'Feet'], [(88, 104), 'Hand'], [(56, 112), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish']]"
Savanah Special 2,GusCarter,44,50,5,"[[(72, 32), 'Starting'], [(56, 40), 'Starting'], [(80, 40), 'Feet'], [(112, 40), 'Feet'], [(88, 56), 'Hand'], [(80, 80), 'Hand'], [(96, 88), 'Hand'], [(112, 96), 'Feet'], [(64, 104), 'Hand'], [(88, 112), 'Hand'], [(88, 136), 'Hand'], [(112, 152), 'Finish'], [(100, 4), 'Feet'], [(76, 4), 'Feet'], [(52, 4), 'Feet'], [(76, 60), 'Feet'], [(108, 60), 'Feet'], [(60, 76), 'Feet'], [(108, 76), 'Feet']]"
The Fruits,Gabeybabey,96,40,8,"[[(48, 32), 'Starting'], [(64, 72), 'Hand'], [(56, 104), 'Hand'], [(80, 120), 'Hand'], [(64, 136), 'Hand'], [(96, 152), 'Finish'], [(60, 4), 'Feet'], [(36, 68), 'Feet']]"
Back on my Bullish,SeaOfCzars,91,50,10,"[[(32, 32), 'Starting'], [(16, 56), 'Starting'], [(24, 96), 'Hand'], [(80, 96), 'Hand'], [(48, 104), 'Hand'], [(112, 104), 'Hand'], [(88, 120), 'Hand'], [(64, 136), 'Hand'], [(56, 152), 'Finish'], [(52, 4), 'Feet'], [(4, 4), 'Feet'], [(100, 68), 'Feet'], [(140, 92), 'Feet'], [(4, 100), 'Feet']]"
cheat code,jameshurst,49,40,5,"[[(48, 8), 'Feet'], [(56, 24), 'Starting'], [(72, 56), 'Starting'], [(64, 72), 'Hand'], [(88, 88), 'Hand'], [(80, 104), 'Hand'], [(112, 104), 'Hand'], [(104, 128), 'Hand'], [(112, 136), 'Hand'], [(80, 152), 'Finish'], [(116, 52), 'Feet']]"
Rainstorm Mirrored,LouisBlank,84,40,5,"[[(80, 8), 'Feet'], [(72, 32), 'Starting'], [(88, 40), 'Starting'], [(112, 40), 'Feet'], [(80, 64), 'Feet'], [(88, 72), 'Hand'], [(96, 80), 'Feet'], [(112, 96), 'Hand'], [(72, 104), 'Hand'], [(112, 120), 'Hand'], [(96, 152), 'Finish']]"
kitchen pans,harrisonlikewhat,75,40,5,"[[(40, 32), 'Starting'], [(64, 56), 'Hand'], [(48, 72), 'Hand'], [(32, 96), 'Hand'], [(64, 112), 'Hand'], [(48, 144), 'Hand'], [(88, 152), 'Finish'], [(52, 4), 'Feet'], [(28, 4), 'Feet'], [(28, 60), 'Feet'], [(60, 76), 'Feet'], [(108, 108), 'Feet'], [(116, 132), 'Feet']]"
Really Small,sawysauce,56,40,6,"[[(56, 32), 'Starting'], [(72, 56), 'Hand'], [(56, 80), 'Hand'], [(88, 104), 'Hand'], [(80, 120), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(76, 4), 'Feet'], [(44, 4), 'Feet'], [(68, 100), 'Feet']]"
ghost to coast,helloootheree,90,40,5,"[[(64, 32), 'Feet'], [(48, 72), 'Starting'], [(80, 72), 'Hand'], [(96, 72), 'Starting'], [(64, 96), 'Hand'], [(40, 104), 'Hand'], [(72, 136), 'Hand'], [(32, 152), 'Finish'], [(92, 28), 'Feet']]"
N=8 supergravity,tobiasiding,61,40,8,"[[(40, 40), 'Starting'], [(64, 56), 'Starting'], [(56, 88), 'Hand'], [(96, 112), 'Hand'], [(112, 144), 'Hand'], [(136, 152), 'Finish'], [(68, 20), 'Feet']]"
"big moves, good holds, body tension",ninamaunuaho,53,40,3,"[[(80, 56), 'Feet'], [(80, 72), 'Starting'], [(48, 80), 'Starting'], [(64, 96), 'Hand'], [(40, 120), 'Hand'], [(80, 136), 'Finish'], [(32, 144), 'Finish'], [(52, 20), 'Feet'], [(84, 20), 'Feet'], [(52, 52), 'Feet']]"
Drider,mr_van_tastic,43,40,8,"[[(64, 32), 'Feet'], [(64, 40), 'Starting'], [(112, 56), 'Starting'], [(112, 72), 'Hand'], [(96, 88), 'Hand'], [(80, 104), 'Hand'], [(64, 136), 'Hand'], [(80, 136), 'Hand'], [(40, 152), 'Finish'], [(116, 4), 'Feet'], [(116, 36), 'Feet']]"
Tell by the wayish,alejuu,63,40,7,"[[(56, 16), 'Starting'], [(32, 40), 'Starting'], [(72, 56), 'Hand'], [(72, 64), 'Hand'], [(96, 88), 'Hand'], [(88, 104), 'Hand'], [(128, 112), 'Hand'], [(136, 136), 'Hand'], [(136, 152), 'Finish'], [(76, 4), 'Feet']]"
"Super Tarash, hard",canyonbryson,117,25,5,"[[(40, 40), 'Starting'], [(48, 40), 'Starting'], [(80, 64), 'Hand'], [(72, 80), 'Hand'], [(96, 104), 'Hand'], [(64, 128), 'Hand'], [(64, 136), 'Hand'], [(48, 152), 'Finish'], [(68, 4), 'Feet'], [(36, 36), 'Feet'], [(92, 44), 'Feet'], [(116, 68), 'Feet'], [(108, 92), 'Feet'], [(36, 100), 'Feet'], [(92, 108), 'Hand']]"
Permafrost 2,Eli_Climbs,70,30,6,"[[(56, 64), 'Starting'], [(72, 64), 'Starting'], [(56, 88), 'Hand'], [(24, 104), 'Hand'], [(88, 112), 'Feet'], [(40, 128), 'Hand'], [(40, 136), 'Hand'], [(80, 152), 'Hand'], [(104, 152), 'Finish'], [(44, 44), 'Feet']]"
Chase Complains,cwccardella,53,40,8,"[[(120, 32), 'Starting'], [(88, 48), 'Hand'], [(96, 64), 'Hand'], [(64, 88), 'Hand'], [(56, 104), 'Hand'], [(80, 104), 'Hand'], [(56, 136), 'Hand'], [(16, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet'], [(52, 52), 'Feet']]"
Hot soup,JackSends,41,30,8,"[[(120, 8), 'Feet'], [(104, 48), 'Starting'], [(128, 56), 'Starting'], [(120, 104), 'Hand'], [(104, 112), 'Feet'], [(96, 120), 'Hand'], [(64, 136), 'Finish'], [(116, 84), 'Feet'], [(100, 116), 'Hand']]"
ohh yaa,pabves266,55,30,6,"[[(48, 40), 'Starting'], [(48, 48), 'Starting'], [(48, 88), 'Hand'], [(80, 112), 'Hand'], [(64, 144), 'Hand'], [(104, 152), 'Finish'], [(60, 4), 'Feet'], [(36, 4), 'Feet']]"
We’re going to rocklands (way better version),reidm,117,20,7,"[[(24, 16), 'Feet'], [(56, 16), 'Feet'], [(40, 56), 'Starting'], [(24, 80), 'Starting'], [(136, 96), 'Hand'], [(104, 104), 'Hand'], [(72, 112), 'Hand'], [(120, 152), 'Finish'], [(140, 76), 'Feet']]"
Morning Glory,NazraT,76,45,2,"[[(112, 16), 'Feet'], [(112, 40), 'Starting'], [(96, 48), 'Starting'], [(64, 56), 'Feet'], [(112, 56), 'Feet'], [(104, 72), 'Hand'], [(72, 80), 'Hand'], [(88, 80), 'Hand'], [(48, 96), 'Feet'], [(72, 112), 'Hand'], [(88, 112), 'Hand'], [(72, 136), 'Hand'], [(96, 152), 'Finish'], [(108, 4), 'Feet']]"
Z.X-1/39-0!,SaxonCasi,57,40,8,"[[(16, 72), 'Feet'], [(40, 80), 'Starting'], [(64, 88), 'Starting'], [(32, 120), 'Hand'], [(56, 128), 'Hand'], [(64, 136), 'Hand'], [(80, 144), 'Hand'], [(128, 152), 'Finish'], [(44, 76), 'Feet'], [(36, 100), 'Feet']]"
Span BAM,DanielKinzo,73,40,9,"[[(112, 24), 'Starting'], [(64, 40), 'Starting'], [(88, 56), 'Hand'], [(112, 72), 'Hand'], [(88, 104), 'Hand'], [(16, 112), 'Hand'], [(40, 112), 'Hand'], [(64, 120), 'Hand'], [(8, 152), 'Finish'], [(68, 4), 'Feet'], [(84, 20), 'Feet'], [(116, 52), 'Feet'], [(52, 68), 'Feet'], [(12, 76), 'Feet']]"
genghis khan,georgewilber,68,35,6,"[[(48, 32), 'Starting'], [(88, 32), 'Starting'], [(64, 56), 'Hand'], [(32, 80), 'Hand'], [(72, 112), 'Hand'], [(40, 128), 'Hand'], [(40, 152), 'Finish'], [(68, 4), 'Feet'], [(44, 4), 'Feet'], [(44, 44), 'Feet'], [(28, 92), 'Feet']]"
aba scho soft,rollo8,43,20,5,"[[(88, 24), 'Starting'], [(112, 32), 'Starting'], [(88, 40), 'Feet'], [(80, 56), 'Hand'], [(56, 88), 'Hand'], [(96, 88), 'Hand'], [(16, 96), 'Hand'], [(48, 96), 'Hand'], [(40, 136), 'Hand'], [(8, 152), 'Finish'], [(68, 4), 'Feet'], [(12, 60), 'Feet']]"
gingyale,harrisonlikewhat,44,40,6,"[[(72, 40), 'Starting'], [(72, 88), 'Hand'], [(40, 104), 'Hand'], [(72, 104), 'Hand'], [(40, 120), 'Hand'], [(72, 152), 'Finish'], [(84, 4), 'Feet'], [(60, 4), 'Feet'], [(52, 20), 'Feet'], [(84, 20), 'Feet'], [(68, 52), 'Feet'], [(28, 76), 'Feet'], [(36, 84), 'Feet']]"
mike tithon,jakemcneely,45,40,7,"[[(112, 48), 'Starting'], [(80, 72), 'Hand'], [(88, 104), 'Hand'], [(64, 112), 'Hand'], [(32, 152), 'Finish'], [(48, 152), 'Finish'], [(100, 4), 'Feet']]"
More.....power.....Rocket,R3L3NTL3SS,53,40,3,"[[(112, 40), 'Starting'], [(128, 40), 'Starting'], [(120, 72), 'Hand'], [(120, 88), 'Hand'], [(104, 104), 'Hand'], [(72, 112), 'Hand'], [(32, 128), 'Hand'], [(64, 128), 'Hand'], [(24, 136), 'Hand'], [(16, 152), 'Finish'], [(140, 4), 'Feet'], [(132, 20), 'Feet'], [(140, 28), 'Feet'], [(84, 52), 'Feet'], [(60, 60), 'Feet'], [(108, 76), 'Feet'], [(4, 84), 'Feet'], [(84, 84), 'Feet'], [(4, 100), 'Feet']]"
"Janiro, que me estás container??",yago.climb,59,40,5,"[[(120, 88), 'Starting'], [(120, 112), 'Hand'], [(120, 120), 'Hand'], [(96, 136), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(124, 76), 'Starting'], [(84, 100), 'Feet'], [(132, 100), 'Feet'], [(52, 116), 'Feet']]"
Big shoutout to the LaContento,suu,46,40,8,"[[(16, 32), 'Starting'], [(32, 32), 'Starting'], [(96, 40), 'Feet'], [(32, 64), 'Hand'], [(64, 80), 'Hand'], [(88, 104), 'Hand'], [(56, 128), 'Hand'], [(40, 152), 'Finish'], [(4, 4), 'Feet']]"
50 fahrenheit challenge,xiMaarten,61,40,2,"[[(32, 16), 'Feet'], [(48, 48), 'Starting'], [(32, 64), 'Starting'], [(40, 88), 'Hand'], [(64, 96), 'Hand'], [(48, 112), 'Hand'], [(72, 112), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(36, 36), 'Feet'], [(68, 68), 'Feet']]"
housewives from hell,kevinG8,43,50,5,"[[(88, 8), 'Feet'], [(56, 24), 'Feet'], [(72, 48), 'Starting'], [(80, 72), 'Hand'], [(48, 80), 'Hand'], [(64, 96), 'Hand'], [(88, 104), 'Hand'], [(72, 128), 'Hand'], [(40, 136), 'Hand'], [(32, 152), 'Finish'], [(36, 52), 'Feet']]"
warmup easy 4,lomobuu,53,45,0,"[[(8, 64), 'Feet'], [(32, 88), 'Starting'], [(8, 112), 'Starting'], [(16, 120), 'Hand'], [(24, 136), 'Hand'], [(16, 152), 'Finish']]"
The Preacher,lucaparodi96,105,50,8,"[[(24, 48), 'Starting'], [(40, 48), 'Starting'], [(56, 88), 'Hand'], [(40, 96), 'Hand'], [(88, 128), 'Hand'], [(56, 136), 'Hand'], [(56, 144), 'Hand'], [(104, 152), 'Finish'], [(4, 20), 'Feet'], [(52, 52), 'Feet'], [(20, 84), 'Feet']]"
Black and Blue Velvet Crux,kyleslong,69,40,5,"[[(88, 56), 'Starting'], [(88, 64), 'Starting'], [(80, 96), 'Hand'], [(112, 96), 'Hand'], [(112, 120), 'Hand'], [(80, 136), 'Hand'], [(112, 152), 'Finish'], [(76, 28), 'Feet'], [(108, 28), 'Feet'], [(76, 60), 'Feet']]"
TöL. linker Haken,Anian,45,30,6,"[[(16, 32), 'Starting'], [(40, 40), 'Starting'], [(40, 72), 'Hand'], [(64, 72), 'Hand'], [(56, 104), 'Hand'], [(88, 112), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish'], [(52, 4), 'Feet'], [(20, 4), 'Feet'], [(60, 76), 'Feet'], [(140, 124), 'Feet']]"
Nicht schon wieder,Felix_H,95,40,7,"[[(24, 40), 'Starting'], [(8, 48), 'Starting'], [(32, 64), 'Hand'], [(64, 88), 'Hand'], [(40, 104), 'Hand'], [(56, 128), 'Hand'], [(72, 152), 'Finish'], [(12, 4), 'Feet'], [(4, 4), 'Feet'], [(52, 52), 'Feet'], [(44, 76), 'Feet'], [(44, 92), 'Feet']]"
BBB_Ki01,smnmntg,52,30,3,"[[(56, 8), 'Feet'], [(56, 48), 'Starting'], [(56, 64), 'Starting'], [(80, 80), 'Hand'], [(88, 80), 'Hand'], [(96, 96), 'Hand'], [(104, 112), 'Hand'], [(104, 128), 'Hand'], [(136, 136), 'Hand'], [(136, 152), 'Finish'], [(84, 20), 'Feet'], [(76, 28), 'Feet'], [(76, 44), 'Feet'], [(92, 60), 'Feet'], [(132, 84), 'Feet']]"
BBB_Ki38,smnmntg,135,40,8,"[[(24, 40), 'Starting'], [(32, 80), 'Hand'], [(64, 80), 'Hand'], [(56, 104), 'Hand'], [(96, 112), 'Hand'], [(96, 128), 'Hand'], [(128, 152), 'Finish'], [(4, 36), 'Feet'], [(28, 44), 'Feet']]"
BBB_Ki06,smnmntg,58,30,3,"[[(48, 32), 'Starting'], [(112, 32), 'Feet'], [(72, 56), 'Starting'], [(72, 64), 'Hand'], [(88, 80), 'Hand'], [(88, 88), 'Hand'], [(104, 96), 'Hand'], [(104, 112), 'Hand'], [(104, 128), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(44, 4), 'Feet'], [(76, 28), 'Feet'], [(124, 44), 'Feet'], [(92, 60), 'Feet'], [(108, 60), 'Feet'], [(68, 84), 'Feet']]"
BBB_Ki05,smnmntg,118,30,3,"[[(136, 40), 'Starting'], [(136, 48), 'Starting'], [(104, 64), 'Hand'], [(120, 88), 'Hand'], [(96, 96), 'Hand'], [(104, 112), 'Hand'], [(72, 120), 'Hand'], [(72, 136), 'Hand'], [(40, 152), 'Finish'], [(140, 4), 'Feet'], [(132, 20), 'Feet'], [(132, 52), 'Feet'], [(124, 60), 'Feet'], [(60, 92), 'Feet']]"
BBB_Ki03,smnmntg,48,30,3,"[[(24, 32), 'Starting'], [(48, 48), 'Starting'], [(56, 64), 'Hand'], [(72, 80), 'Hand'], [(64, 104), 'Hand'], [(104, 112), 'Hand'], [(104, 128), 'Hand'], [(112, 128), 'Hand'], [(128, 152), 'Finish'], [(60, 4), 'Feet'], [(36, 4), 'Feet'], [(44, 28), 'Feet'], [(68, 36), 'Feet'], [(44, 44), 'Feet'], [(76, 44), 'Feet'], [(52, 52), 'Feet'], [(84, 52), 'Feet'], [(92, 60), 'Feet'], [(92, 76), 'Feet'], [(108, 76), 'Feet'], [(100, 84), 'Feet'], [(116, 84), 'Feet']]"
BBB_Ki02,smnmntg,62,30,2,"[[(16, 40), 'Starting'], [(24, 40), 'Starting'], [(8, 64), 'Hand'], [(32, 72), 'Hand'], [(24, 88), 'Hand'], [(48, 104), 'Hand'], [(56, 112), 'Hand'], [(48, 136), 'Hand'], [(72, 152), 'Finish'], [(36, 4), 'Feet'], [(4, 4), 'Feet'], [(4, 20), 'Feet'], [(36, 20), 'Feet'], [(4, 36), 'Feet'], [(36, 36), 'Feet'], [(28, 60), 'Feet'], [(60, 60), 'Feet'], [(68, 84), 'Feet']]"
creme de la crumb 2,jameshurst,42,40,9,"[[(32, 72), 'Starting'], [(80, 80), 'Hand'], [(80, 120), 'Hand'], [(64, 136), 'Hand'], [(56, 144), 'Hand'], [(32, 152), 'Finish'], [(28, 44), 'Feet'], [(36, 52), 'Feet'], [(68, 100), 'Hand']]"
elliminati,hiboulder,117,40,8,"[[(128, 40), 'Starting'], [(80, 72), 'Hand'], [(56, 104), 'Hand'], [(80, 104), 'Hand'], [(96, 120), 'Hand'], [(56, 152), 'Finish'], [(124, 4), 'Feet'], [(116, 4), 'Feet'], [(140, 28), 'Feet']]"
walls dancing,alber9,88,40,4,"[[(72, 48), 'Starting'], [(88, 48), 'Starting'], [(112, 48), 'Feet'], [(48, 72), 'Feet'], [(88, 80), 'Hand'], [(64, 104), 'Hand'], [(88, 120), 'Hand'], [(72, 136), 'Hand'], [(56, 152), 'Finish'], [(68, 4), 'Feet'], [(60, 76), 'Feet'], [(108, 76), 'Feet'], [(28, 124), 'Feet']]"
no matchhhhhh !,bambinoal,140,15,7,"[[(24, 16), 'Starting'], [(56, 16), 'Starting'], [(40, 32), 'Hand'], [(16, 64), 'Hand'], [(48, 80), 'Hand'], [(64, 104), 'Hand'], [(112, 112), 'Hand'], [(104, 128), 'Hand'], [(136, 144), 'Finish'], [(100, 4), 'Feet'], [(76, 4), 'Feet'], [(36, 4), 'Feet'], [(116, 84), 'Feet']]"
lemur leap,RiverTulloss,82,40,7,"[[(104, 8), 'Feet'], [(112, 40), 'Starting'], [(104, 56), 'Starting'], [(128, 80), 'Hand'], [(104, 104), 'Hand'], [(56, 120), 'Hand'], [(72, 152), 'Finish'], [(100, 20), 'Feet'], [(140, 28), 'Feet'], [(140, 44), 'Feet'], [(84, 52), 'Feet'], [(108, 76), 'Feet']]"
campus#6,finnlodders,65,40,4,"[[(96, 96), 'Starting'], [(112, 96), 'Starting'], [(112, 112), 'Hand'], [(96, 128), 'Hand'], [(112, 144), 'Hand'], [(96, 152), 'Finish']]"
Put your shoulder into it v.2  (7a+),_Gizmo_,111,15,5,"[[(24, 16), 'Feet'], [(24, 32), 'Starting'], [(64, 64), 'Hand'], [(32, 88), 'Hand'], [(48, 112), 'Hand'], [(64, 128), 'Hand'], [(80, 152), 'Finish'], [(20, 4), 'Feet'], [(60, 28), 'Feet'], [(60, 44), 'Starting'], [(44, 60), 'Feet'], [(76, 76), 'Feet'], [(92, 92), 'Feet'], [(100, 100), 'Feet']]"
Sexual Heeling,jacobaslin,40,40,6,"[[(48, 16), 'Feet'], [(40, 24), 'Starting'], [(56, 32), 'Starting'], [(72, 48), 'Hand'], [(96, 64), 'Hand'], [(80, 96), 'Hand'], [(88, 112), 'Hand'], [(72, 152), 'Finish'], [(28, 4), 'Feet'], [(116, 52), 'Feet'], [(92, 76), 'Hand']]"
Goodmorning sunshine☀️,Morten_Ruby,43,10,4,"[[(88, 24), 'Starting'], [(104, 40), 'Starting'], [(80, 64), 'Hand'], [(120, 80), 'Hand'], [(88, 96), 'Hand'], [(88, 104), 'Hand'], [(56, 120), 'Hand'], [(72, 152), 'Finish'], [(124, 4), 'Feet'], [(108, 4), 'Feet'], [(140, 44), 'Feet'], [(76, 60), 'Feet'], [(52, 84), 'Feet'], [(68, 84), 'Feet']]"
100% British Beef,RenBoe,57,40,5,"[[(40, 32), 'Feet'], [(72, 32), 'Starting'], [(88, 40), 'Starting'], [(24, 48), 'Feet'], [(56, 56), 'Feet'], [(80, 64), 'Hand'], [(48, 72), 'Hand'], [(64, 88), 'Hand'], [(40, 96), 'Hand'], [(48, 128), 'Hand'], [(104, 128), 'Feet'], [(40, 136), 'Hand'], [(64, 152), 'Finish'], [(84, 4), 'Feet'], [(68, 4), 'Feet'], [(28, 60), 'Feet']]"
moritzhateineidee,Moritz54666,41,45,7,"[[(64, 16), 'Feet'], [(32, 24), 'Feet'], [(64, 24), 'Starting'], [(40, 48), 'Starting'], [(48, 72), 'Hand'], [(40, 96), 'Hand'], [(16, 104), 'Hand'], [(40, 120), 'Hand'], [(72, 128), 'Hand'], [(80, 152), 'Finish'], [(20, 68), 'Feet'], [(44, 92), 'Feet'], [(76, 92), 'Feet']]"
rose move moment,JonDodds,88,45,8,"[[(64, 24), 'Starting'], [(96, 48), 'Feet'], [(32, 56), 'Starting'], [(64, 80), 'Hand'], [(88, 80), 'Hand'], [(104, 104), 'Hand'], [(72, 144), 'Hand'], [(88, 144), 'Hand'], [(40, 152), 'Finish'], [(68, 4), 'Feet'], [(44, 108), 'Feet']]"
sandy #1,tylers,190,40,8,"[[(64, 24), 'Starting'], [(112, 32), 'Starting'], [(32, 48), 'Feet'], [(96, 64), 'Hand'], [(56, 80), 'Hand'], [(72, 96), 'Hand'], [(72, 136), 'Hand'], [(112, 152), 'Finish'], [(68, 4), 'Feet'], [(84, 52), 'Feet']]"
Japanese francophone,Matey1,62,40,10,"[[(88, 16), 'Feet'], [(128, 56), 'Starting'], [(88, 64), 'Hand'], [(32, 104), 'Hand'], [(64, 104), 'Hand'], [(64, 120), 'Hand'], [(24, 152), 'Finish'], [(76, 28), 'Feet'], [(44, 76), 'Feet'], [(92, 92), 'Hand']]"
Floats Your Boat,will_avelar,2631,0,0,"[[(56, 24), 'Feet'], [(64, 32), 'Feet'], [(32, 40), 'Feet'], [(64, 48), 'Feet'], [(32, 56), 'Feet'], [(56, 64), 'Starting'], [(72, 64), 'Starting'], [(72, 80), 'Hand'], [(40, 88), 'Hand'], [(80, 88), 'Feet'], [(56, 112), 'Hand'], [(56, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(88, 152), 'Finish']]"
Twilight of the Heart Gods,luke,41,10,3,"[[(88, 16), 'Feet'], [(136, 40), 'Starting'], [(120, 64), 'Hand'], [(120, 72), 'Hand'], [(88, 96), 'Hand'], [(112, 112), 'Hand'], [(72, 120), 'Hand'], [(88, 136), 'Hand'], [(56, 152), 'Finish'], [(72, 152), 'Finish'], [(124, 28), 'Feet'], [(84, 68), 'Feet']]"
Guitarback,dfried,53,30,8,"[[(96, 8), 'Feet'], [(136, 32), 'Starting'], [(104, 64), 'Hand'], [(64, 80), 'Hand'], [(80, 80), 'Hand'], [(64, 120), 'Hand'], [(48, 152), 'Finish']]"
bobmaster,kira133,129,40,5,"[[(56, 40), 'Starting'], [(80, 40), 'Starting'], [(72, 64), 'Hand'], [(40, 80), 'Hand'], [(56, 80), 'Hand'], [(48, 96), 'Hand'], [(8, 104), 'Hand'], [(16, 120), 'Hand'], [(24, 144), 'Hand'], [(56, 152), 'Finish'], [(76, 4), 'Feet'], [(52, 4), 'Feet'], [(36, 36), 'Feet'], [(60, 60), 'Feet'], [(4, 68), 'Feet'], [(4, 84), 'Feet'], [(44, 108), 'Feet']]"
Heartbreaker,nickwedge,438,0,3,"[[(96, 8), 'Feet'], [(104, 48), 'Starting'], [(112, 72), 'Hand'], [(80, 80), 'Hand'], [(88, 104), 'Hand'], [(88, 112), 'Hand'], [(56, 128), 'Hand'], [(96, 152), 'Finish']]"
Oblique Blaster,danielholcomb990,54,40,7,"[[(56, 8), 'Starting'], [(48, 48), 'Starting'], [(96, 48), 'Feet'], [(48, 80), 'Hand'], [(56, 88), 'Feet'], [(56, 104), 'Hand'], [(88, 112), 'Hand'], [(88, 144), 'Finish']]"
flex hard,ginger_spice,49,40,7,"[[(56, 48), 'Starting'], [(80, 48), 'Starting'], [(48, 80), 'Hand'], [(32, 96), 'Hand'], [(32, 128), 'Hand'], [(40, 128), 'Hand'], [(72, 128), 'Hand'], [(96, 128), 'Hand'], [(104, 152), 'Finish'], [(76, 4), 'Feet'], [(52, 4), 'Feet'], [(60, 44), 'Feet'], [(20, 52), 'Feet'], [(92, 76), 'Feet']]"
The long haul,SaxonCasi,49,40,7,"[[(136, 56), 'Feet'], [(72, 72), 'Feet'], [(128, 72), 'Starting'], [(120, 80), 'Starting'], [(72, 112), 'Hand'], [(112, 112), 'Hand'], [(56, 120), 'Hand'], [(64, 128), 'Hand'], [(56, 136), 'Hand'], [(16, 152), 'Finish'], [(76, 108), 'Feet'], [(108, 108), 'Feet']]"
pull till they pop,slumthin,346,20,7,"[[(128, 32), 'Starting'], [(32, 56), 'Feet'], [(88, 64), 'Hand'], [(72, 88), 'Hand'], [(40, 96), 'Hand'], [(80, 120), 'Hand'], [(48, 144), 'Hand'], [(80, 152), 'Finish'], [(140, 4), 'Feet'], [(124, 4), 'Feet'], [(100, 4), 'Feet'], [(108, 44), 'Starting'], [(60, 76), 'Feet']]"
Rainbow road 150cc reverse yippee cowabunga,MattiasB,41,40,3,"[[(56, 32), 'Feet'], [(88, 40), 'Feet'], [(72, 64), 'Starting'], [(48, 80), 'Starting'], [(64, 80), 'Hand'], [(40, 104), 'Hand'], [(56, 112), 'Hand'], [(32, 128), 'Hand'], [(48, 152), 'Finish']]"
Zeus,Orianabras,190,40,3,"[[(32, 16), 'Feet'], [(56, 16), 'Feet'], [(48, 48), 'Starting'], [(32, 64), 'Starting'], [(48, 80), 'Hand'], [(64, 88), 'Hand'], [(48, 104), 'Hand'], [(80, 104), 'Feet'], [(104, 104), 'Feet'], [(72, 120), 'Hand'], [(56, 128), 'Hand'], [(80, 144), 'Hand'], [(72, 152), 'Hand'], [(104, 152), 'Finish'], [(52, 4), 'Feet']]"
squozen,VoidAllyn,167,40,5,"[[(56, 8), 'Feet'], [(96, 40), 'Feet'], [(56, 48), 'Starting'], [(32, 64), 'Hand'], [(88, 64), 'Starting'], [(64, 80), 'Hand'], [(32, 96), 'Hand'], [(48, 120), 'Hand'], [(48, 152), 'Finish'], [(84, 4), 'Feet']]"
drive thru menu sit-start,RyanKing,99,40,8,"[[(136, 48), 'Starting'], [(64, 72), 'Feet'], [(120, 72), 'Hand'], [(64, 104), 'Hand'], [(104, 104), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(140, 4), 'Feet'], [(140, 44), 'Feet']]"
The One-Leg-Wagon,AffenKalle,131,40,9,"[[(40, 48), 'Starting'], [(40, 80), 'Hand'], [(48, 88), 'Hand'], [(88, 120), 'Hand'], [(112, 120), 'Hand'], [(136, 120), 'Hand'], [(128, 144), 'Hand'], [(104, 152), 'Finish'], [(52, 4), 'Feet'], [(12, 60), 'Feet'], [(52, 84), 'Hand']]"
